Sample	SRA_Run_Id	Name	Sample Title	Description	BioProject	BioProject Title	Source	Country	collection date	INSDC center name	BioSample	Mouse strain
ERR3199569	ERR3199569	The stool of mouse	GX.SG609	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382251	C57BL/6 
ERR3199570	ERR3199570	The stool of mouse	HB600	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382402	C57BL/6 
ERR3199571	ERR3199571	The stool of mouse	GX.SG1000	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382146	C57BL/6 
ERR3199572	ERR3199572	The stool of mouse	GX.DG605	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382111	C57BL/6 
ERR3199573	ERR3199573	The stool of mouse	HB905	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382456	C57BL/6 
ERR3199574	ERR3199574	The stool of mouse	GX.SG108	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382170	C57BL/6 
ERR3199575	ERR3199575	The stool of mouse	GX.SG200	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382178	C57BL/6 
ERR3199576	ERR3199576	The stool of mouse	HB409	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382379	C57BL/6 
ERR3199577	ERR3199577	The stool of mouse	NC515	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382871	C57BL/6 
ERR3199578	ERR3199578	The stool of mouse	GX.DG1408	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382053	C57BL/6 
ERR3199579	ERR3199579	The stool of mouse	HB902	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382453	C57BL/6 
ERR3199580	ERR3199580	The stool of mouse	GX.SG502	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382228	C57BL/6 
ERR3199581	ERR3199581	The stool of mouse	HB715	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382434	C57BL/6 
ERR3199582	ERR3199582	The stool of mouse	GX.DG400	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382085	C57BL/6 
ERR3199583	ERR3199583	The stool of mouse	GX.SG908	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382298	C57BL/6 
ERR3199584	ERR3199584	The stool of mouse	HB400	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382370	C57BL/6 
ERR3199585	ERR3199585	The stool of mouse	HB1005	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382311	C57BL/6 
ERR3199586	ERR3199586	The stool of mouse	GX.SG815	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382289	C57BL/6 
ERR3199587	ERR3199587	The stool of mouse	GX.DG1005	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5381995	C57BL/6 
ERR3199588	ERR3199588	The stool of mouse	GX.SG705	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382263	C57BL/6 
ERR3199589	ERR3199589	The stool of mouse	GX.SG215	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382193	C57BL/6 
ERR3199590	ERR3199590	The stool of mouse	NC109	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382801	C57BL/6 
ERR3199591	ERR3199591	The stool of mouse	NC910	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382930	C57BL/6 
ERR3199592	ERR3199592	The stool of mouse	HB505	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382391	C57BL/6 
ERR3199593	ERR3199593	The stool of mouse	HB611	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382413	C57BL/6 
ERR3199594	ERR3199594	The stool of mouse	HB1011	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382318	C57BL/6 
ERR3199595	ERR3199595	The stool of mouse	GX.DG1209	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382031	C57BL/6 
ERR3199596	ERR3199596	The stool of mouse	NC405	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382845	C57BL/6 
ERR3199597	ERR3199597	The stool of mouse	HB909	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382460	C57BL/6 
ERR3199598	ERR3199598	The stool of mouse	GX.DG1302	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382035	C57BL/6 
ERR3199599	ERR3199599	The stool of mouse	HB115	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382337	C57BL/6 
ERR3199600	ERR3199600	The stool of mouse	HB700	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382419	C57BL/6 
ERR3199601	ERR3199601	The stool of mouse	GX.DG1300	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382033	C57BL/6 
ERR3199602	ERR3199602	The stool of mouse	HB608	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382410	C57BL/6 
ERR3199603	ERR3199603	The stool of mouse	GX.SG111	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382173	C57BL/6 
ERR3199604	ERR3199604	The stool of mouse	HB502	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382388	C57BL/6 
ERR3199605	ERR3199605	The stool of mouse	GX.SG509	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382235	C57BL/6 
ERR3199606	ERR3199606	The stool of mouse	GX.SG515	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382241	C57BL/6 
ERR3199607	ERR3199607	The stool of mouse	GX.DG1205	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382027	C57BL/6 
ERR3199608	ERR3199608	The stool of mouse	GX.DG705	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382121	C57BL/6 
ERR3199609	ERR3199609	The stool of mouse	GX.DG810	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382136	C57BL/6 
ERR3199610	ERR3199610	The stool of mouse	NC705	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382893	C57BL/6 
ERR3199611	ERR3199611	The stool of mouse	NC300	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382824	C57BL/6 
ERR3199612	ERR3199612	The stool of mouse	HB308	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382362	C57BL/6 
ERR3199613	ERR3199613	The stool of mouse	NC508	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382864	C57BL/6 
ERR3199614	ERR3199614	The stool of mouse	HB911	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382462	C57BL/6 
ERR3199615	ERR3199615	The stool of mouse	GX.DG209	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382065	C57BL/6 
ERR3199616	ERR3199616	The stool of mouse	GX.SG811	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382285	C57BL/6 
ERR3199617	ERR3199617	The stool of mouse	GX.DG1410	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382055	C57BL/6 
ERR3199618	ERR3199618	The stool of mouse	GX.DG1002	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5381992	C57BL/6 
ERR3199619	ERR3199619	The stool of mouse	GX.SG205	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382183	C57BL/6 
ERR3199620	ERR3199620	The stool of mouse	GX.DG1400	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382045	C57BL/6 
ERR3199621	ERR3199621	The stool of mouse	GX.DG700	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382116	C57BL/6 
ERR3199622	ERR3199622	The stool of mouse	HB211	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382349	C57BL/6 
ERR3199623	ERR3199623	The stool of mouse	NC411	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382851	C57BL/6 
ERR3199624	ERR3199624	The stool of mouse	HB815	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382450	C57BL/6 
ERR3199625	ERR3199625	The stool of mouse	GX.DG1308	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382041	C57BL/6 
ERR3199626	ERR3199626	The stool of mouse	NC315	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382839	C57BL/6 
ERR3199627	ERR3199627	The stool of mouse	GX.DG405	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382090	C57BL/6 
ERR3199628	ERR3199628	The stool of mouse	GX.DG709	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382125	C57BL/6 
ERR3199629	ERR3199629	The stool of mouse	GX.SG110	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382172	C57BL/6 
ERR3199630	ERR3199630	The stool of mouse	GX.SG611	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382253	C57BL/6 
ERR3199631	ERR3199631	The stool of mouse	GX.SG410	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382220	C57BL/6 
ERR3199632	ERR3199632	The stool of mouse	GX.DG508	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382103	C57BL/6 
ERR3199633	ERR3199633	The stool of mouse	NC408	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382848	C57BL/6 
ERR3199634	ERR3199634	The stool of mouse	GX.DG205	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382061	C57BL/6 
ERR3199635	ERR3199635	The stool of mouse	GX.DG908	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382145	C57BL/6 
ERR3199636	ERR3199636	The stool of mouse	HB511	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382397	C57BL/6 
ERR3199637	ERR3199637	The stool of mouse	GX.DG702	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382118	C57BL/6 
ERR3199638	ERR3199638	The stool of mouse	GX.DG1109	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382019	C57BL/6 
ERR3199639	ERR3199639	The stool of mouse	NC908	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382928	C57BL/6 
ERR3199640	ERR3199640	The stool of mouse	NC410	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382850	C57BL/6 
ERR3199641	ERR3199641	The stool of mouse	NC600	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382872	C57BL/6 
ERR3199642	ERR3199642	The stool of mouse	GX.DG602	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382108	C57BL/6 
ERR3199643	ERR3199643	The stool of mouse	NC110	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382802	C57BL/6 
ERR3199644	ERR3199644	The stool of mouse	GX.DG1305	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382038	C57BL/6 
ERR3199645	ERR3199645	The stool of mouse	GX.DG608	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382114	C57BL/6 
ERR3199646	ERR3199646	The stool of mouse	HB100	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382316	C57BL/6 
ERR3199647	ERR3199647	The stool of mouse	HB108	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382330	C57BL/6 
ERR3199648	ERR3199648	The stool of mouse	NC609	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382881	C57BL/6 
ERR3199649	ERR3199649	The stool of mouse	GX.DG1108	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382018	C57BL/6 
ERR3199650	ERR3199650	The stool of mouse	HB310	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382364	C57BL/6 
ERR3199651	ERR3199651	The stool of mouse	GX.SG1009	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382155	C57BL/6 
ERR3199652	ERR3199652	The stool of mouse	GX.SG802	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382276	C57BL/6 
ERR3199653	ERR3199653	The stool of mouse	GX.DG800	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382126	C57BL/6 
ERR3199654	ERR3199654	The stool of mouse	NC615	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382887	C57BL/6 
ERR3199655	ERR3199655	The stool of mouse	HB805	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382440	C57BL/6 
ERR3199656	ERR3199656	The stool of mouse	HB800	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382435	C57BL/6 
ERR3199657	ERR3199657	The stool of mouse	HB1009	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382315	C57BL/6 
ERR3199658	ERR3199658	The stool of mouse	GX.SG309	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382203	C57BL/6 
ERR3199659	ERR3199659	The stool of mouse	GX.DG805	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382131	C57BL/6 
ERR3199660	ERR3199660	The stool of mouse	GX.DG1309	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382042	C57BL/6 
ERR3199661	ERR3199661	The stool of mouse	GX.SG1005	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382151	C57BL/6 
ERR3199662	ERR3199662	The stool of mouse	GX.DG211	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382067	C57BL/6 
ERR3199663	ERR3199663	The stool of mouse	GX.SG302	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382196	C57BL/6 
ERR3199664	ERR3199664	The stool of mouse	NC610	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382882	C57BL/6 
ERR3199665	ERR3199665	The stool of mouse	GX.SG211	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382189	C57BL/6 
ERR3199666	ERR3199666	The stool of mouse	GX.SG702	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382260	C57BL/6 
ERR3199667	ERR3199667	The stool of mouse	HB102	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382324	C57BL/6 
ERR3199668	ERR3199668	The stool of mouse	NC805	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382909	C57BL/6 
ERR3199669	ERR3199669	The stool of mouse	GX.DG1310	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382043	C57BL/6 
ERR3199670	ERR3199670	The stool of mouse	GX.SG700	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382258	C57BL/6 
ERR3199671	ERR3199671	The stool of mouse	NC1015	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382792	C57BL/6 
ERR3199672	ERR3199672	The stool of mouse	NC611	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382883	C57BL/6 
ERR3199673	ERR3199673	The stool of mouse	GX.SG500	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382226	C57BL/6 
ERR3199674	ERR3199674	The stool of mouse	GX.DG1210	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382032	C57BL/6 
ERR3199675	ERR3199675	The stool of mouse	GX.SG409	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382219	C57BL/6 
ERR3199676	ERR3199676	The stool of mouse	NC608	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382880	C57BL/6 
ERR3199677	ERR3199677	The stool of mouse	GX.SG1008	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382154	C57BL/6 
ERR3199678	ERR3199678	The stool of mouse	HB315	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382369	C57BL/6 
ERR3199679	ERR3199679	The stool of mouse	NC509	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382865	C57BL/6 
ERR3199680	ERR3199680	The stool of mouse	GX.SG608	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382250	C57BL/6 
ERR3199681	ERR3199681	The stool of mouse	GX.DG1008	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5381998	C57BL/6 
